태양광발전시설명,소재지도로명주소,소재지지번주소,위도,경도,설치상세위치구분명,가동상태구분명,설비용량,공급전압,주파수,설치연도,세부용도,허가일자,허가기관,설치면적,데이터기준일자,제공기관코드,제공기관명
명진6호 태양광발전소,,전북특별자치도 부안군 줄포면 신리 740-71,35.57844961,126.7032809,,정상가동,99.76,380,60,2025,발전사업,2022-11-03,전북특별자치도 부안군,961,2025-11-03,4791000,전북특별자치도 부안군
민순 태양광발전소,,전북특별자치도 부안군 줄포면 신리 740-70,35.57849099,126.703067,,정상가동,99.76,380,60,2025,발전사업,2022-11-03,전북특별자치도 부안군,931,2025-11-03,4791000,전북특별자치도 부안군
진택1호 태양광발전소,,전북특별자치도 부안군 줄포면 신리 740-69,35.57865731,126.7033286,,정상가동,99.76,380,60,2025,발전사업,2022-11-03,전북특별자치도 부안군,991,2025-11-03,4791000,전북특별자치도 부안군
평화태양광발전소,,전북특별자치도 부안군 줄포면 신리 740-68,35.57885924,126.7036603,,정상가동,99.76,380,60,2025,발전사업,2022-11-03,전북특별자치도 부안군,1371,2025-11-03,4791000,전북특별자치도 부안군
신리미라태양광6호,,전북특별자치도 부안군 줄포면 신리 740-66,35.57735441,126.7007872,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,1049,2025-11-03,4791000,전북특별자치도 부안군
신리미라태양광7호,,전북특별자치도 부안군 줄포면 신리 740-65,35.57690166,126.7010652,,정상가동,75,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,779,2025-11-03,4791000,전북특별자치도 부안군
신리규현태양광5호,,전북특별자치도 부안군 줄포면 신리 740-22,35.57696698,126.7003196,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,1140,2025-11-03,4791000,전북특별자치도 부안군
호인6호 태양광발전소,,전북특별자치도 부안군 줄포면 신리 740-16,35.5769663,126.7018264,,정상가동,99.75,380,60,2025,발전사업,2022-02-09,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
씨돌이태양광발전소,,전북특별자치도 부안군 줄포면 신리 740-14,35.5780201,126.7026118,,정상가동,99.76,380,60,2025,발전사업,2022-11-03,전북특별자치도 부안군,1869,2025-11-03,4791000,전북특별자치도 부안군
줄포리3호태양광발전소,,전북특별자치도 부안군 줄포면 신리 736-30,35.57769235,126.700826,,정상가동,99.5,380,60,2025,발전사업,2022-07-20,전북특별자치도 부안군,1285,2025-11-03,4791000,전북특별자치도 부안군
줄포리1호태양광발전소,,전북특별자치도 부안군 줄포면 신리 736-3,35.57824093,126.7001674,,정상가동,97.5,380,60,2025,발전사업,2022-07-20,전북특별자치도 부안군,1255,2025-11-03,4791000,전북특별자치도 부안군
줄포리4호태양광발전소,,전북특별자치도 부안군 줄포면 신리 736-29,35.57787057,126.7006356,,정상가동,97.5,380,60,2025,발전사업,2022-07-20,전북특별자치도 부안군,1180,2025-11-03,4791000,전북특별자치도 부안군
줄포리2호태양광발전소,,전북특별자치도 부안군 줄포면 신리 736-28,35.57804866,126.7004341,,정상가동,97.5,380,60,2025,발전사업,2022-07-20,전북특별자치도 부안군,1110,2025-11-03,4791000,전북특별자치도 부안군
신리홍균태양광5호,,전북특별자치도 부안군 줄포면 신리 732-23,35.57622859,126.7001971,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,815,2025-11-03,4791000,전북특별자치도 부안군
신리홍균태양광4호,,전북특별자치도 부안군 줄포면 신리 732-22,35.57645602,126.7004694,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,826,2025-11-03,4791000,전북특별자치도 부안군
신리순금태양광4호,,전북특별자치도 부안군 줄포면 신리 732-20,35.57647777,126.7001316,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,840,2025-11-03,4791000,전북특별자치도 부안군
신리순금태양광1호,,전북특별자치도 부안군 줄포면 신리 732-17,35.57565942,126.7007627,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,819,2025-11-03,4791000,전북특별자치도 부안군
신리순금태양광5호,,전북특별자치도 부안군 줄포면 신리 732-15,35.57635742,126.7003716,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,857,2025-11-03,4791000,전북특별자치도 부안군
일조빛에너지부안 태양광발전소,,전북특별자치도 부안군 줄포면 신리 731,35.57598009,126.6987987,,정상가동,952.02,22900,60,2025,발전사업,2019-04-19,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
신리정자태양광2호,,전북특별자치도 부안군 줄포면 신리 724-9,35.57616751,126.7012776,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,918,2025-11-03,4791000,전북특별자치도 부안군
신리정자태양광1호,,전북특별자치도 부안군 줄포면 신리 724-22,35.57633187,126.7012967,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,764,2025-11-03,4791000,전북특별자치도 부안군
신리규현태양광1호,,전북특별자치도 부안군 줄포면 신리 724-2,35.57620032,126.7006476,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,968,2025-11-03,4791000,전북특별자치도 부안군
신리순금태양광3호,,전북특별자치도 부안군 줄포면 신리 724-19,35.57614102,126.6996555,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,852,2025-11-03,4791000,전북특별자치도 부안군
종섭태양광1호,,전북특별자치도 부안군 줄포면 신리 724-18,35.57600643,126.7000071,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,984,2025-11-03,4791000,전북특별자치도 부안군
해담에너지,,전북특별자치도 부안군 줄포면 신리 724-16,35.57598293,126.700593,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,728,2025-11-03,4791000,전북특별자치도 부안군
신리홍균태양광2호,,전북특별자치도 부안군 줄포면 신리 724-15,35.5761203,126.7004508,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,759,2025-11-03,4791000,전북특별자치도 부안군
세원에너지,,전북특별자치도 부안군 줄포면 신리 724-14,35.5761333,126.7007855,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,759,2025-11-03,4791000,전북특별자치도 부안군
신리선자태양광1호,,전북특별자치도 부안군 줄포면 신리 724-13,35.57637908,126.7007704,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,743,2025-11-03,4791000,전북특별자치도 부안군
신리영택태양광1호,,전북특별자치도 부안군 줄포면 신리 724-12,35.5764588,126.7009208,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,740,2025-11-03,4791000,전북특별자치도 부안군
신리원섭태양광4호,,전북특별자치도 부안군 줄포면 신리 723-2,35.57564284,126.6999622,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,1031,2025-11-03,4791000,전북특별자치도 부안군
신리원섭태양광3호,,전북특별자치도 부안군 줄포면 신리 723-1,35.57568064,126.700075,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,761,2025-11-03,4791000,전북특별자치도 부안군
신리원섭태양광2호,,전북특별자치도 부안군 줄포면 신리 723,35.5756811,126.7000939,,정상가동,99.6,380,60,2025,발전사업,2023-06-14,전북특별자치도 부안군,879,2025-11-03,4791000,전북특별자치도 부안군
혜빈태양광발전소,,전북특별자치도 부안군 줄포면 신리 635,35.57878029,126.7039694,,정상가동,399.35,380,60,2025,발전사업,2019-06-13,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
부영4호태양광발전소,,전북특별자치도 부안군 줄포면 신리 634-4,35.57878452,126.7051663,,정상가동,98.28,380,60,2025,발전사업,2023-02-22,전북특별자치도 부안군,826,2025-11-03,4791000,전북특별자치도 부안군
부경1호태양광발전소,,전북특별자치도 부안군 줄포면 신리 634-1,35.57885133,126.7054426,,정상가동,98.28,380,60,2025,발전사업,2023-02-22,전북특별자치도 부안군,606,2025-11-03,4791000,전북특별자치도 부안군
시정태양광발전소,,전북특별자치도 부안군 줄포면 신리 518,35.58464415,126.7035936,,정상가동,198.56,380,60,2025,발전사업,2018-09-11,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
신길에너지,,전북특별자치도 부안군 줄포면 신리 430,35.5900399,126.7024695,,정상가동,200,220+380,60,2025,발전사업,2019-09-30,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
플러스2호태양광발전소,,전북특별자치도 부안군 줄포면 신리 354,35.58892579,126.7044736,,정상가동,200,220+380,60,2025,발전사업,2019-09-30,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
플러스1호태양광발전소,,전북특별자치도 부안군 줄포면 신리 352-5,35.58965837,126.7043257,,정상가동,99.9,220+380,60,2025,발전사업,2019-09-30,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
신리도원칠호솔라,,전북특별자치도 부안군 줄포면 신리 266,35.58058923,126.7092808,,정상가동,19.88,380,60,2025,발전사업,2019-02-20,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
여진에너지,,전북특별자치도 부안군 줄포면 대동리 683,35.60502931,126.6875504,,정상가동,99.82,380,60,2025,발전사업,2021-05-11,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
천일태양광6발전소,,전북특별자치도 부안군 줄포면 대동리 681,35.60422798,126.6861265,,정상가동,499.8,380,60,2025,발전사업,2020-09-08,전북특별자치도 부안군,2549.5,2025-11-03,4791000,전북특별자치도 부안군
천일태양광5발전소,,전북특별자치도 부안군 줄포면 대동리 680,35.60524128,126.685688,,정상가동,499.2,380,60,2025,발전사업,2019-03-14,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
노다지태양광발전소,전북특별자치도 부안군 줄포면 연중길 97,전북특별자치도 부안군 줄포면 대동리 639-8,35.60780339,126.6899058,,정상가동,99.45,380,60,2025,발전사업,2021-02-08,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
지유태양광발전소,전북특별자치도 부안군 줄포면 연중길 97,전북특별자치도 부안군 줄포면 대동리 639-8,35.60780339,126.6899058,,정상가동,99.45,380,60,2025,발전사업,2021-02-08,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
(유)진우태양광발전소,,전북특별자치도 부안군 줄포면 대동리 639-7,35.60758182,126.6892465,,정상가동,999.6,22900,60,2025,발전사업,2023-06-30,전북특별자치도 부안군,9970,2025-11-03,4791000,전북특별자치도 부안군
초록태양광발전소,,전북특별자치도 부안군 줄포면 대동리 629-1,35.60965447,126.6907777,,정상가동,99.96,380,60,2025,발전사업,2023-10-31,전북특별자치도 부안군,1095,2025-11-03,4791000,전북특별자치도 부안군
민재태양광발전소,,전북특별자치도 부안군 줄포면 대동리 629-1,35.60965447,126.6907777,,정상가동,99.96,380,60,2025,발전사업,2023-10-31,전북특별자치도 부안군,1285,2025-11-03,4791000,전북특별자치도 부안군
YS대동태양광발전소,,전북특별자치도 부안군 줄포면 대동리 629-1,35.60965447,126.6907777,,정상가동,99.96,380,60,2025,발전사업,2023-10-31,전북특별자치도 부안군,873,2025-11-03,4791000,전북특별자치도 부안군
새빛7호 태양광발전소,,전북특별자치도 부안군 줄포면 대동리 629-1,35.60965447,126.6907777,,정상가동,99.96,380,60,2025,발전사업,2023-10-31,전북특별자치도 부안군,927,2025-11-03,4791000,전북특별자치도 부안군
수정태양광발전소,,전북특별자치도 부안군 줄포면 대동리 629-1,35.60965447,126.6907777,,정상가동,33.32,380,60,2025,발전사업,2023-10-31,전북특별자치도 부안군,379,2025-11-03,4791000,전북특별자치도 부안군
대동태양광발전소,,전북특별자치도 부안군 줄포면 대동리 627,35.61021522,126.6908168,,정상가동,699.72,22900,60,2025,발전사업,2023-03-27,전북특별자치도 부안군,5693,2025-11-03,4791000,전북특별자치도 부안군
홍이창고태양광발전소,전북특별자치도 부안군 줄포면 대동길 38-6,전북특별자치도 부안군 줄포면 대동리 312-1,35.60754984,126.702812,,정상가동,57.79,380,60,2025,발전사업,2021-12-21,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
광진태양광발전소,,전북특별자치도 부안군 줄포면 대동리 282,35.61028581,126.6998343,,정상가동,99,380,60,2025,발전사업,2019-05-13,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
햇살2호태양광발전소,,전북특별자치도 부안군 줄포면 대동리 282,35.61028581,126.6998343,,정상가동,99,380,60,2025,발전사업,2019-05-13,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
햇살1호태양광발전소,,전북특별자치도 부안군 줄포면 대동리 282,35.61028581,126.6998343,,정상가동,99,380,60,2025,발전사업,2019-05-13,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
이인근태양광발전소,,전북특별자치도 부안군 줄포면 대동리 277-5,35.61203068,126.6973578,,정상가동,99.45,220+380,60,2025,발전사업,2018-12-20,전북특별자치도 부안군,1296,2025-11-03,4791000,전북특별자치도 부안군
엄춘옥태양광발전소,,전북특별자치도 부안군 줄포면 대동리 277-1,35.61198486,126.6974283,,정상가동,99.45,220+380,60,2025,발전사업,2018-12-20,전북특별자치도 부안군,1646,2025-11-03,4791000,전북특별자치도 부안군
하림태양광발전소1호,,전북특별자치도 부안군 줄포면 대동리 276-12,35.61143974,126.6977205,,정상가동,99.45,220+380,60,2025,발전사업,2018-12-20,전북특별자치도 부안군,1618,2025-11-03,4791000,전북특별자치도 부안군
하림태양광발전소2호,,전북특별자치도 부안군 줄포면 대동리 276-10,35.61165446,126.6975736,,정상가동,99.45,220+380,60,2025,발전사업,2018-12-20,전북특별자치도 부안군,994,2025-11-03,4791000,전북특별자치도 부안군
정명태양광2호,,전북특별자치도 부안군 줄포면 대동리 276-1,35.61156966,126.697627,,정상가동,99.45,220+380,60,2025,발전사업,2018-12-20,전북특별자치도 부안군,2147,2025-11-03,4791000,전북특별자치도 부안군
하림태양광발전소,,전북특별자치도 부안군 줄포면 대동리 274,35.612104,126.6983058,,정상가동,96,380,60,2025,발전사업,2019-01-17,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
지연태양광발전소,,전북특별자치도 부안군 줄포면 대동리 266,35.61098987,126.7002779,,정상가동,14.94,380,60,2025,발전사업,2019-06-25,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
준이네농장 태양광발전소,전북특별자치도 부안군 줄포면 대동길 14-53,전북특별자치도 부안군 줄포면 대동리 1222-3,35.60933125,126.7029617,,정상가동,73.66,380,60,2025,발전사업,2021-12-21,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
김동철1호태양광발전소,전북특별자치도 부안군 줄포면 주을로 397-103,전북특별자치도 부안군 줄포면 대동리 1209-2,35.61192963,126.7062222,,정상가동,98.55,380,60,2025,발전사업,2019-01-17,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
호인5호태양광발전소,,전북특별자치도 부안군 줄포면 난산리 923-7,35.59329914,126.7086268,,정상가동,99.45,380,60,2025,발전사업,2021-09-13,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
난산 태양광 1호,전북특별자치도 부안군 줄포면 장산로 161,전북특별자치도 부안군 줄포면 난산리 709-7,35.59235959,126.7060817,,정상가동,99.91,380,60,2025,발전사업,2022-04-22,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
난산 태양광 2호,전북특별자치도 부안군 줄포면 장산로 161,전북특별자치도 부안군 줄포면 난산리 709-7,35.59235959,126.7060817,,정상가동,99.91,380,60,2025,발전사업,2022-04-22,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
난산 태양광 3호,전북특별자치도 부안군 줄포면 장산로 161,전북특별자치도 부안군 줄포면 난산리 709-7,35.59235959,126.7060817,,정상가동,99.91,380,60,2025,발전사업,2022-04-22,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
푸름 태양광 1호,전북특별자치도 부안군 줄포면 장산로 161,전북특별자치도 부안군 줄포면 난산리 709-7,35.59235959,126.7060817,,정상가동,99.91,380,60,2025,발전사업,2022-04-22,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
푸름 태양광 2호,전북특별자치도 부안군 줄포면 장산로 161,전북특별자치도 부안군 줄포면 난산리 709-7,35.59235959,126.7060817,,정상가동,99.91,380,60,2025,발전사업,2022-04-22,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
푸름 태양광 3호,전북특별자치도 부안군 줄포면 장산로 161,전북특별자치도 부안군 줄포면 난산리 709-7,35.59235959,126.7060817,,정상가동,99.91,380,60,2025,발전사업,2022-04-22,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
빛 태양광 1호,전북특별자치도 부안군 줄포면 장산로 161,전북특별자치도 부안군 줄포면 난산리 709-7,35.59235959,126.7060817,,정상가동,99.91,380,60,2025,발전사업,2022-04-22,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
빛 태양광 2호,전북특별자치도 부안군 줄포면 장산로 161,전북특별자치도 부안군 줄포면 난산리 709-7,35.59235959,126.7060817,,정상가동,99.91,380,60,2025,발전사업,2022-04-22,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
빛 태양광 3호,전북특별자치도 부안군 줄포면 장산로 161,전북특별자치도 부안군 줄포면 난산리 709-7,35.59235959,126.7060817,,정상가동,99.91,380,60,2025,발전사업,2022-04-22,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
용진에너지,,전북특별자치도 부안군 줄포면 난산리 576,35.59441992,126.7155418,,정상가동,498,380,60,2025,발전사업,2019-07-15,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
와이난산태양광발전소,,전북특별자치도 부안군 줄포면 난산리 574-13,35.59391106,126.7139763,,정상가동,99.2,380,60,2025,발전사업,2019-10-28,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
선샤인난산태양광발전소,,전북특별자치도 부안군 줄포면 난산리 573,35.59383978,126.7145808,,정상가동,99.2,380,60,2025,발전사업,2019-10-28,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
신후난산태양광,,전북특별자치도 부안군 줄포면 난산리 572-1,35.59315874,126.7147674,,정상가동,99.45,380,60,2025,발전사업,2022-04-04,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
난산태양광,,전북특별자치도 부안군 줄포면 난산리 572,35.59328474,126.7147839,,정상가동,99.45,380,60,2025,발전사업,2022-04-04,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
부송태양광,전북특별자치도 부안군 주산면 동정로 105-1,전북특별자치도 부안군 주산면 소산리 86,35.64401468,126.7163336,,정상가동,164.22,380,60,2025,발전사업,2023-02-08,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
김백만2태양광발전소,전북특별자치도 부안군 주산면 소동로 22-4,전북특별자치도 부안군 주산면 소산리 749-5,35.64942187,126.708159,,정상가동,59.5,380,60,2025,발전사업,2023-08-25,전북특별자치도 부안군,270,2025-11-03,4791000,전북특별자치도 부안군
김백만태양광발전소,전북특별자치도 부안군 주산면 소동로 22-4,전북특별자치도 부안군 주산면 소산리 749-5,35.64942187,126.708159,,정상가동,65.03,380,60,2025,발전사업,2020-06-02,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
김주철태양광발전소,전북특별자치도 부안군 주산면 사기점길 5-9,전북특별자치도 부안군 주산면 소산리 504,35.65426919,126.7005788,,정상가동,417,220+380,60,2025,발전사업,2023-06-05,전북특별자치도 부안군,2890,2025-11-03,4791000,전북특별자치도 부안군
경희4호태양광발전소,전북특별자치도 부안군 주산면 사기점길 74-25,전북특별자치도 부안군 주산면 사산리 932,35.6595117,126.6942726,,정상가동,99.45,380,60,2025,발전사업,2022-03-14,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
경희1호태양광발전소,전북특별자치도 부안군 주산면 사기점길 74-25,전북특별자치도 부안군 주산면 사산리 932,35.6595117,126.6942726,,정상가동,99.45,220+380,60,2025,발전사업,2022-02-09,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
경희2호태양광발전소,전북특별자치도 부안군 주산면 사기점길 74-25,전북특별자치도 부안군 주산면 사산리 932,35.6595117,126.6942726,,정상가동,99.45,220+380,60,2025,발전사업,2022-02-09,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
경희3호태양광발전소,전북특별자치도 부안군 주산면 사기점길 74-25,전북특별자치도 부안군 주산면 사산리 932,35.6595117,126.6942726,,정상가동,99.45,220+380,60,2025,발전사업,2022-02-09,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
부안산들애 태양광발전소,,전북특별자치도 부안군 주산면 사산리 79,35.67412969,126.6964941,,정상가동,358,380,60,2025,발전사업,2018-10-15,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
산들제4호태양광발전소,,전북특별자치도 부안군 주산면 사산리 610-6,35.66306186,126.6884212,,정상가동,99.88,380,60,2025,발전사업,2020-10-13,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
대중1호태양광발전소,,전북특별자치도 부안군 주산면 사산리 558-12,35.65645753,126.6951118,,정상가동,99.45,380,60,2025,발전사업,2022-03-14,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
대중2호태양광발전소,,전북특별자치도 부안군 주산면 사산리 558-12,35.65645753,126.6951118,,정상가동,99.45,380,60,2025,발전사업,2022-03-14,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
신원태양광발전소,전북특별자치도 부안군 주산면 사산농원길 11,전북특별자치도 부안군 주산면 사산리 319-31,35.66734168,126.7020497,,정상가동,255.5,380,60,2025,발전사업,2019-05-07,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
LK태양광발전소,전북특별자치도 부안군 주산면 부안로 2214-19,전북특별자치도 부안군 주산면 백석리 914-5,35.69775184,126.6973231,,정상가동,333.6,220 + 380,60,2025,발전사업,2023-11-29,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
인성13호태양광발전소,전북특별자치도 부안군 주산면 부안로 2214-11,전북특별자치도 부안군 주산면 백석리 914-2,35.69842768,126.6965865,,정상가동,97.2,380,60,2025,발전사업,2023-09-26,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
인성14호태양광발전소,전북특별자치도 부안군 주산면 부안로 2214-11,전북특별자치도 부안군 주산면 백석리 914-2,35.69842768,126.6965865,,정상가동,96,380,60,2025,발전사업,2023-09-26,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
인성15호태양광발전소,전북특별자치도 부안군 주산면 부안로 2214-11,전북특별자치도 부안군 주산면 백석리 914-2,35.69842768,126.6965865,,정상가동,96,380,60,2025,발전사업,2023-09-26,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
인성16호태양광발전소,전북특별자치도 부안군 주산면 부안로 2214-11,전북특별자치도 부안군 주산면 백석리 914-2,35.69842768,126.6965865,,정상가동,97.2,380,60,2025,발전사업,2023-09-26,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
주산1호발전소,전북특별자치도 부안군 주산면 주산북로 240-19,전북특별자치도 부안군 주산면 돈계리 739,35.6846862,126.7035986,,정상가동,297.84,380,60,2025,발전사업,2018-09-27,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
건이네태양광발전소,전북특별자치도 부안군 주산면 주산로 369,전북특별자치도 부안군 주산면 덕림리 250-1,35.66576884,126.7358274,,정상가동,99.51,380,60,2025,발전사업,2021-06-30,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
153태양광발전소,전북특별자치도 부안군 주산면 신천길 38-7,전북특별자치도 부안군 주산면 덕림리 1465-3,35.67379805,126.7253852,,정상가동,256.5,380,60,2025,발전사업,2020-01-16,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
이순정태양광발전소,전북특별자치도 부안군 주산면 갈촌로 184,전북특별자치도 부안군 주산면 갈촌리 545-1,35.66304336,126.7089669,,정상가동,99.28,380,60,2025,발전사업,2019-02-20,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
(유)노적태양광(노적태양광2호),전북특별자치도 부안군 상서면 노적길 40,전북특별자치도 부안군 상서면 청림리 529-3,35.6568005,126.6147664,,정상가동,93.6,380,60,2025,발전사업,2019-12-23,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
장동태양광발전소,,전북특별자치도 부안군 상서면 장동리 325,35.71207415,126.6735793,,정상가동,498.96,380,60,2025,발전사업,2018-09-11,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
수진태양광발전소,,전북특별자치도 부안군 상서면 용서리 379,35.70168676,126.6795381,,정상가동,99,380,380,2025,발전사업,2017-01-05,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
고잔 태양광발전소,전북특별자치도 부안군 상서면 부안로 2189-23,전북특별자치도 부안군 상서면 고잔리 516-3,35.69877108,126.6912665,,정상가동,490.1,380,60,2025,발전사업,2022-05-30,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
햇뜰2태양광발전소,전북특별자치도 부안군 상서면 부안로 2191,전북특별자치도 부안군 상서면 고잔리 515-2,35.69812965,126.6941652,,정상가동,400,380,60,2025,발전사업,2019-07-15,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
팜테크,전북특별자치도 부안군 상서면 부안로 2189-24,전북특별자치도 부안군 상서면 고잔리 514-3,35.69945517,126.6918742,,정상가동,816,22900,60,2025,발전사업,2019-03-14,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
김성호발전소2호,전북특별자치도 부안군 상서면 유정길 18-20,전북특별자치도 부안군 상서면 감교리 799-22,35.65501135,126.6672484,,정상가동,200,380,60,2025,발전사업,2023-04-03,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
수정태양광발전소,전북특별자치도 부안군 상서면 회시윗길 18-40,전북특별자치도 부안군 상서면 감교리 502-40,35.6670747,126.6698343,,정상가동,180,380,60,2025,발전사업,2018-12-10,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
예솔3호태양광발전소,전북특별자치도 부안군 부안읍 외하안길 42-51,전북특별자치도 부안군 부안읍 외하리 574,35.68180294,126.7448869,,정상가동,74.93,380,60,2025,발전사업,2021-09-13,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
이삭농장태양광발전소,전북특별자치도 부안군 부안읍 외하안길 42-52,전북특별자치도 부안군 부안읍 외하리 565,35.68215826,126.7445189,,정상가동,332.64,380,60,2025,발전사업,2019-05-21,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
영진태양광발전소,전북특별자치도 부안군 부안읍 연곡로 48-34,전북특별자치도 부안군 부안읍 옹중리 648,35.70097251,126.7412273,,정상가동,150,380,60,2025,발전사업,2020-01-16,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
김옥희1호 태양광발전소,전북특별자치도 부안군 부안읍 연곡로 48-29,전북특별자치도 부안군 부안읍 옹중리 557,35.70128012,126.7403506,,정상가동,69.76,380,60,2025,발전사업,2022-12-22,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
