태양광발전시설명,소재지도로명주소,소재지지번주소,위도,경도,설치상세위치구분명,가동상태구분명,설비용량,공급전압,주파수,설치연도,세부용도,허가일자,허가기관,설치면적,데이터기준일자,제공기관코드,제공기관명
웅곡2호 태양광발전소,,충청남도 논산시 노성면 읍내리 477,36.263737584,127.121904459,,정상가동,97.92,380,60,2017,발전사업용,2017-02-15,충청남도 논산시 지역경제과,574.27,2025-12-28,4540000,충청남도 논산시
에스에이치(SH) 발전소,,충청남도 논산시 가야곡면 육곡리 1-1,36.132347696,127.169603644,,정상가동,99.495,380,60,2017,발전사업용,2017-02-15,충청남도 논산시 지역경제과,566,2025-12-28,4540000,충청남도 논산시
신교14호 태양광발전소,,충청남도 논산시 부적면 신교리 156-12,36.193802714,127.150403904,,정상가동,101.43,380,60,2017,발전사업용,2017-02-15,충청남도 논산시 지역경제과,1155.1,2025-12-28,4540000,충청남도 논산시
신교18호 태양광발전소,,충청남도 논산시 부적면 신교리 156-10,36.194311640,127.150703434,,정상가동,101.43,380,60,2017,발전사업용,2017-02-15,충청남도 논산시 지역경제과,1091.9,2025-12-28,4540000,충청남도 논산시
신교17호 태양광발전소,,충청남도 논산시 부적면 신교리 156-9,36.194346430,127.150161316,,정상가동,101.43,380,60,2017,발전사업용,2017-02-15,충청남도 논산시 지역경제과,1239.1,2025-12-28,4540000,충청남도 논산시
신교13호 태양광발전소,,충청남도 논산시 부적면 신교리 156-13,36.193856717,127.150565500,,정상가동,101.43,380,60,2017,발전사업용,2017-02-15,충청남도 논산시 지역경제과,1048.5,2025-12-28,4540000,충청남도 논산시
지훈 태양광발전소,충청남도 논산시 광석면 논산평야로 1095,충청남도 논산시 광석면 사월리 14-2,36.249690990,127.109239900,,정상가동,494.46,380,60,2017,발전사업용,2017-02-15,충청남도 논산시 지역경제과,2943.14,2025-12-28,4540000,충청남도 논산시
벌곡 태양광발전소,,충청남도 논산시 벌곡면 검천리 323,36.174421310,127.262128818,,정상가동,297,380,60,2016,발전사업용,2016-12-28,충청남도 논산시 지역경제과,3972,2025-12-28,4540000,충청남도 논산시
일강2 태양광발전소,충청남도 논산시 부적면 마구평5길 57-1,충청남도 논산시 부적면 마구평리 202-6,36.221681640,127.122882100,,정상가동,28.14,380,60,2016,발전사업용,2016-12-28,충청남도 논산시 지역경제과,226,2025-12-28,4540000,충청남도 논산시
신교16호 태양광발전소,,충청남도 논산시 부적면 신교리 157-3,36.194596080,127.150013900,,정상가동,286.09,380,60,2016,발전사업용,2016-12-28,충청남도 논산시 지역경제과,4345.4,2025-12-28,4540000,충청남도 논산시
신교15호 태양광발전소,,충청남도 논산시 부적면 신교리 156-2,36.194012750,127.150364900,,정상가동,497.14,380,60,2016,발전사업용,2016-12-28,충청남도 논산시 지역경제과,6948.7,2025-12-28,4540000,충청남도 논산시
신교12호 태양광발전소,,충청남도 논산시 부적면 신교리 51-10,36.193703931,127.150935705,,정상가동,497.14,380,60,2016,발전사업용,2016-12-28,충청남도 논산시 지역경제과,5880.1,2025-12-28,4540000,충청남도 논산시
자향 태양광발전소,,충청남도 논산시 노성면 호암리 511-29,36.295772330,127.090209917,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,932,2025-12-28,4540000,충청남도 논산시
우신3 태양광발전소,,충청남도 논산시 노성면 호암리 511-18,36.296595550,127.089380200,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,992,2025-12-28,4540000,충청남도 논산시
우신2 태양광발전소,,충청남도 논산시 노성면 호암리 511-28,36.295917530,127.090289800,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,893,2025-12-28,4540000,충청남도 논산시
우신1 태양광발전소,,충청남도 논산시 노성면 호암리 511-26,36.296076940,127.089920600,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,868,2025-12-28,4540000,충청남도 논산시
기록 태양광발전소,,충청남도 논산시 노성면 호암리 511-25,36.296178464,127.089843443,,정상가동,195.84,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,1699,2025-12-28,4540000,충청남도 논산시
일규 태양광발전소,,충청남도 논산시 노성면 호암리 511-24,36.296357740,127.090106600,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,1309,2025-12-28,4540000,충청남도 논산시
무한 태양광발전소,,충청남도 논산시 노성면 호암리 511-23,36.296522196,127.089896682,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,931,2025-12-28,4540000,충청남도 논산시
남양 태양광발전소,,충청남도 논산시 노성면 호암리 511-32,36.295480091,127.090049600,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,935,2025-12-28,4540000,충청남도 논산시
황금 태양광발전소,,충청남도 논산시 노성면 호암리 516-8,36.295290820,127.089551202,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,926,2025-12-28,4540000,충청남도 논산시
민 태양광발전소,,충청남도 논산시 노성면 호암리 511-31,36.295626700,127.089970300,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,913,2025-12-28,4540000,충청남도 논산시
영아 태양광발전소,,충청남도 논산시 노성면 호암리 511-22,36.296716180,127.089835200,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,1021,2025-12-28,4540000,충청남도 논산시
청계 태양광발전소,,충청남도 논산시 노성면 호암리 516-9,36.296037260,127.089442300,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,828,2025-12-28,4540000,충청남도 논산시
소연 태양광발전소,,충청남도 논산시 노성면 호암리 516-11,36.295712160,127.089357000,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,871,2025-12-28,4540000,충청남도 논산시
광진 태양광발전소,,충청남도 논산시 노성면 호암리 516-10,36.295865790,127.089410900,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,916,2025-12-28,4540000,충청남도 논산시
현 태양광발전소,,충청남도 논산시 노성면 호암리 511-34,36.295578600,127.089570100,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,981,2025-12-28,4540000,충청남도 논산시
이솜 태양광발전소,,충청남도 논산시 노성면 호암리 511-19,36.296424590,127.089415500,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,954,2025-12-28,4540000,충청남도 논산시
민영 태양광발전소,,충청남도 논산시 노성면 호암리 511-20,36.296289160,127.089383700,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,1010,2025-12-28,4540000,충청남도 논산시
삼성 태양광발전소,,충청남도 논산시 노성면 호암리 511-7,36.296774424,127.089418293,,정상가동,97.92,380,60,2018,발전사업용,2018-03-21,충청남도 논산시 지역경제과,1164,2025-12-28,4540000,충청남도 논산시
썬샤인 에너지,,충청남도 논산시 취암동 70-12,36.190779500,127.102434900,,정상가동,29.16,380,60,2018,발전사업용,2018-03-19,충청남도 논산시 지역경제과,211.53,2025-12-28,4540000,충청남도 논산시
행복2호 태양광발전소,,충청남도 논산시 상월면 숙진리 116-20,36.251647871,127.152636417,,정상가동,97.92,380,60,2017,발전사업용,2017-03-24,충청남도 논산시 지역경제과,574.27,2025-12-28,4540000,충청남도 논산시
행복1호 태양광발전소,,충청남도 논산시 상월면 숙진리 116-20,36.251647871,127.152636417,,정상가동,97.92,380,60,2017,발전사업용,2017-03-24,충청남도 논산시 지역경제과,574.27,2025-12-28,4540000,충청남도 논산시
숙진1호 태양광발전소,,충청남도 논산시 상월면 숙진리 116-20,36.251647871,127.152636417,,정상가동,97.92,380,60,2017,발전사업용,2017-03-24,충청남도 논산시 지역경제과,574.27,2025-12-28,4540000,충청남도 논산시
여진2호 태양광발전소,,충청남도 논산시 가야곡면 등리 48-1,36.149455250,127.176401811,,정상가동,97.92,380,60,2017,발전사업용,2017-03-24,충청남도 논산시 지역경제과,1520,2025-12-28,4540000,충청남도 논산시
가야곡면7호 태양광발전소,충청남도 논산시 가야곡면 덕은로 248-21,충청남도 논산시 가야곡면 등리 66-1,36.148291400,127.176160500,,정상가동,97.92,380,60,2017,발전사업용,2017-03-24,충청남도 논산시 지역경제과,1478,2025-12-28,4540000,충청남도 논산시
가야곡면6호 태양광발전소,충청남도 논산시 가야곡면 덕은로 248-21,충청남도 논산시 가야곡면 등리 66-1,36.148291400,127.176160500,,정상가동,97.92,380,60,2017,발전사업용,2017-03-24,충청남도 논산시 지역경제과,1647,2025-12-28,4540000,충청남도 논산시
가야곡면5호 태양광발전소,충청남도 논산시 가야곡면 덕은로 248-21,충청남도 논산시 가야곡면 등리 66-1,36.148291400,127.176160500,,정상가동,97.92,380,60,2017,발전사업용,2017-03-24,충청남도 논산시 지역경제과,1317,2025-12-28,4540000,충청남도 논산시
가야곡면4호 태양광발전소,충청남도 논산시 가야곡면 덕은로 248-21,충청남도 논산시 가야곡면 등리 66-1,36.148291400,127.176160500,,정상가동,97.92,380,60,2017,발전사업용,2017-03-24,충청남도 논산시 지역경제과,1263,2025-12-28,4540000,충청남도 논산시
가야곡면3호 태양광발전소,충청남도 논산시 가야곡면 덕은로 248-21,충청남도 논산시 가야곡면 등리 66-1,36.148291400,127.176160500,,정상가동,97.92,380,60,2017,발전사업용,2017-03-24,충청남도 논산시 지역경제과,1142,2025-12-28,4540000,충청남도 논산시
두사16호 태양광발전소,,충청남도 논산시 노성면 두사리 9-10,36.253139710,127.121029000,,정상가동,98.55,380,60,2018,발전사업용,2018-04-05,충청남도 논산시 지역경제과,1402,2025-12-28,4540000,충청남도 논산시
반석2호 태양광발전소,,충청남도 논산시 노성면 두사리 9-9,36.253083020,127.120673600,,정상가동,98.55,380,60,2018,발전사업용,2018-04-05,충청남도 논산시 지역경제과,1425,2025-12-28,4540000,충청남도 논산시
광진 태양광발전소,충청남도 논산시 연무읍 안심로203번길 26,충청남도 논산시 연무읍 안심리 1122-4,36.138922510,127.097825000,,정상가동,63.36,380,60,2018,발전사업용,2018-04-05,충청남도 논산시 지역경제과,452,2025-12-28,4540000,충청남도 논산시
자야솔라텍,충청남도 논산시 노성면 노성로322번길 114-2,충청남도 논산시 노성면 병사리 316-17,36.274415110,127.101190600,,정상가동,496.8,380,60,2018,발전사업용,2018-04-03,충청남도 논산시 지역경제과,6890,2025-12-28,4540000,충청남도 논산시
부니솔라텍,충청남도 논산시 노성면 노성로322번길 114-1,충청남도 논산시 노성면 병사리 316-53,36.274289950,127.101325600,,정상가동,496.8,380,60,2018,발전사업용,2018-04-03,충청남도 논산시 지역경제과,6470,2025-12-28,4540000,충청남도 논산시
햇살 태양광,충청남도 논산시 노성면 노성로322번길 114,충청남도 논산시 노성면 병사리 316-54,36.273962690,127.102153000,,정상가동,496.8,380,60,2018,발전사업용,2018-04-03,충청남도 논산시 지역경제과,7060,2025-12-28,4540000,충청남도 논산시
광명 햇빛발전소,,충청남도 논산시 노성면 하도리 461-1,36.260235119,127.132815837,,정상가동,299.88,22900,60,2018,발전사업용,2018-04-03,충청남도 논산시 지역경제과,4500,2025-12-28,4540000,충청남도 논산시
도원 태양광발전소,,충청남도 논산시 은진면 방축리 446,36.161175440,127.084844700,,정상가동,98.55,380,60,2018,발전사업용,2018-03-27,충청남도 논산시 지역경제과,585,2025-12-28,4540000,충청남도 논산시
하늘빛 태양광발전소,,충청남도 논산시 광석면 항월리 327-3,36.252133840,127.118711983,,정상가동,98.55,380,60,2018,발전사업용,2018-03-27,충청남도 논산시 지역경제과,1335,2025-12-28,4540000,충청남도 논산시
누리 태양광발전소,,충청남도 논산시 광석면 항월리 327-3,36.252133840,127.118711983,,정상가동,98.55,380,60,2018,발전사업용,2018-03-27,충청남도 논산시 지역경제과,1413,2025-12-28,4540000,충청남도 논산시
우주 태양광발전소,,충청남도 논산시 광석면 항월리 327-3,36.252133840,127.118711983,,정상가동,98.55,380,60,2018,발전사업용,2018-03-27,충청남도 논산시 지역경제과,1457,2025-12-28,4540000,충청남도 논산시
금빛 태양광발전소,,충청남도 논산시 광석면 항월리 327-3,36.252133840,127.118711983,,정상가동,98.55,380,60,2018,발전사업용,2018-03-27,충청남도 논산시 지역경제과,1384,2025-12-28,4540000,충청남도 논산시
황금 태양광발전소,,충청남도 논산시 광석면 항월리 327-3,36.252133840,127.118711983,,정상가동,98.55,380,60,2018,발전사업용,2018-03-27,충청남도 논산시 지역경제과,1358,2025-12-28,4540000,충청남도 논산시
사월 태양광발전소,,충청남도 논산시 광석면 사월리 281-19,36.254409289,127.092630185,,정상가동,98.55,380,60,2018,발전사업용,2018-03-26,충청남도 논산시 지역경제과,1375,2025-12-28,4540000,충청남도 논산시
아름1 태양광발전소,,충청남도 논산시 광석면 사월리 281-18,36.254446960,127.092107406,,정상가동,98.55,380,60,2018,발전사업용,2018-03-26,충청남도 논산시 지역경제과,1355,2025-12-28,4540000,충청남도 논산시
성화3 태양광발전소,,충청남도 논산시 광석면 사월리 281-22,36.254050950,127.092083715,,정상가동,98.55,380,60,2018,발전사업용,2018-03-26,충청남도 논산시 지역경제과,1683,2025-12-28,4540000,충청남도 논산시
